,Origin GEOID,Destination GID,Distance (km)
1,3857,1,35.3093
1,3858,1,37.2348
1,3859,1,37.9922
1,3860,1,38.6066
1,3861,1,41.9174
1,3862,1,42.416
1,3863,1,48.7112
1,3864,1,47.5461
1,3865,1,47.3543
1,3866,1,47.6007
1,3867,1,49.0155
1,3868,1,49.0447
0,3869,1,49.8761
1,3870,1,51.3512
1,3871,1,52.581
1,3872,1,60.3476
1,3873,1,60.4495
1,3874,1,60.3885
1,3875,1,62.6634
1,3876,1,61.6425
1,3877,1,62.7894
1,3878,1,64.4552
1,3879,1,65.6864
1,3880,1,66.1875
1,3881,1,71.2844
1,3882,1,72.0891
1,3883,1,72.0891
1,3884,1,75.3243
1,3885,1,74.7025
1,3886,1,76.1911
1,3887,1,76.0988
1,3888,1,76.8978
1,3889,1,76.5529
1,3890,1,28.7317
1,3891,1,27.7854
1,3892,1,28.1952
1,3893,1,28.5113
1,3894,1,27.7301
1,3895,1,26.7574
1,3896,1,26.719
1,3897,1,26.2531
1,3898,1,28.6539
1,3899,1,27.8174
1,3900,1,27.3944
1,3901,1,26.5789
0,3902,1,26.7754
1,3903,1,26.0372
1,3904,1,27.5874
1,3905,1,26.5185
1,3906,1,26.6348
1,3907,1,26.9149
1,3908,1,31.6257
1,3909,1,31.9769
1,3910,1,31.3992
1,3911,1,33.495
1,3912,1,33.8433
1,3913,1,35.7364
1,3914,1,36.4748
1,3915,1,37.4934
1,3916,1,39.5772
1,3917,1,42.6789
1,3918,1,43.4
1,3919,1,44.6851
1,3920,1,48.4427
1,3921,1,48.3732
1,3922,1,48.7982
1,3923,1,47.6503
1,3924,1,48.4874
1,3925,1,49.3309
1,3926,1,50.1711
1,3927,1,50.814
1,3928,1,63.5427
1,3929,1,61.4559
1,3930,1,61.5561
1,3931,1,63.17
1,3932,1,63.2142
1,3933,1,62.9005
1,3934,1,63.0903
1,3935,1,65.4666
0,3936,1,65.9652
1,3937,1,70.3529
1,3938,1,70.3677
1,3939,1,71.9691
1,3940,1,71.4364
1,3941,1,71.1389
1,3942,1,72.0127
1,3943,1,75.1945
1,3944,1,74.7617
1,3945,1,29.371
1,3946,1,28.8245
1,3947,1,29.9853
1,3948,1,29.8363
1,3949,1,29.2106
1,3950,1,28.1283
1,3951,1,32.0768
0,3952,1,27.7862
1,3953,1,27.16
1,3954,1,29.6019
1,3955,1,28.9999
1,3956,1,29.6665
1,3957,1,28.6493
1,3958,1,27.6154
0,3959,1,27.757
1,3960,1,30.8837
1,3961,1,28.1741
1,3962,1,28.0221
1,3963,1,28.3922
1,3964,1,30.1507
0,3965,1,31.4624
1,3966,1,32.3202
1,3967,1,33.9506
1,3968,1,34.5297
1,3969,1,35.7202
1,3970,1,38.1768
1,3971,1,39.0082
1,3972,1,40.0359
1,3973,1,40.9877
1,3974,1,44.1307
1,3975,1,44.5552
1,3976,1,47.0612
1,3977,1,46.5702
1,3978,1,47.0919
1,3979,1,47.9338
1,3980,1,48.7754
1,3981,1,49.6879
1,3982,1,50.2779
0,3983,1,63.7444
1,3984,1,63.5356
1,3985,1,62.7239
1,3986,1,64.1392
1,3987,1,64.5997
1,3988,1,64.5726
1,3989,1,64.3338
1,3990,1,64.7665
1,3991,1,65.6997
1,3992,1,67.213
1,3993,1,68.9512
1,3994,1,68.8666
1,3995,1,70.3675
1,3996,1,70.7852
1,3997,1,71.7517
1,3998,1,72.6926
1,3999,1,30.7813
1,4000,1,30.3091
1,4001,1,35.9981
1,4002,1,31.5838
1,4003,1,31.2804
1,4004,1,31.6116
1,4005,1,30.9456
1,4006,1,31.4488
1,4007,1,28.6841
1,4008,1,33.9851
1,4009,1,30.0395
1,4010,1,31.5973
1,4011,1,31.3131
1,4012,1,29.2353
1,4013,1,31.361
1,4014,1,29.7116
1,4015,1,29.4368
1,4016,1,37.3626
0,4017,1,29.1758
0,4018,1,29.9674
0,4019,1,29.9558
1,4020,1,31.1996
1,4021,1,32.4766
1,4022,1,33.7134
1,4023,1,35.581
1,4024,1,36.7862
1,4025,1,37.6256
1,4026,1,38.5356
1,4027,1,41.5016
1,4028,1,41.5508
1,4029,1,41.7248
1,4030,1,43.9949
1,4031,1,44.834
1,4032,1,45.6172
1,4033,1,46.5367
1,4034,1,47.3739
1,4035,1,48.2201
1,4036,1,49.0617
1,4037,1,64.9757
1,4038,1,64.9757
1,4039,1,64.7004
1,4040,1,63.7755
1,4041,1,64.6945
1,4042,1,65.7347
1,4043,1,66.337
1,4044,1,65.8846
1,4045,1,66.3982
1,4046,1,66.2649
1,4047,1,67.6152
1,4048,1,68.1453
1,4049,1,68.6817
1,4050,1,69.6391
1,4051,1,72.4225
1,4052,1,72.9113
1,4053,1,40.4964
1,4054,1,39.9829
1,4055,1,40.0729
1,4056,1,35.2532
1,4057,1,34.7598
0,4058,1,31.3793
1,4059,1,32.8879
1,4060,1,33.4232
0,4061,1,33.1525
1,4062,1,33.3991
1,4063,1,33.6886
1,4064,1,35.2758
1,4065,1,31.915
1,4066,1,30.6942
1,4067,1,43.0002
1,4068,1,30.4856
1,4069,1,30.4837
1,4070,1,30.1997
1,4071,1,35.9403
0,4072,1,31.7254
0,4073,1,31.9531
0,4074,1,31.5276
1,4075,1,31.3819
1,4076,1,32.6807
1,4077,1,34.0919
1,4078,1,35.267
1,4079,1,36.1757
1,4080,1,39.6686
1,4081,1,39.8478
1,4082,1,40.1128
1,4083,1,40.9911
1,4084,1,42.5963
1,4085,1,43.4336
1,4086,1,44.2743
1,4087,1,45.1128
1,4088,1,45.6172
0,4089,1,46.8231
1,4090,1,47.6558
1,4091,1,59.7532
1,4092,1,60.0282
1,4093,1,60.1487
1,4094,1,65.6235
1,4095,1,64.8786
1,4096,1,65.3556
1,4097,1,67.4772
1,4098,1,67.9899
1,4099,1,68.3317
1,4100,1,67.6385
1,4101,1,72.8942
1,4102,1,70.5525
1,4103,1,69.9697
1,4104,1,69.8665
1,4105,1,70.4892
0,4106,1,36.8562
1,4107,1,38.7224
1,4108,1,38.7356
1,4109,1,39.5867
1,4110,1,40.5347
1,4111,1,33.8276
0,4112,1,32.5273
1,4113,1,33.8647
1,4114,1,33.4148
0,4115,1,34.9628
1,4116,1,34.6432
1,4117,1,43.5133
1,4118,1,42.7827
1,4119,1,41.482
1,4120,1,41.0948
1,4121,1,38.5658
1,4122,1,37.3925
1,4123,1,37.2814
1,4124,1,34.7002
1,4125,1,33.1343
0,4126,1,33.0121
1,4127,1,32.742
1,4128,1,33.1176
1,4129,1,33.9395
1,4130,1,36.0286
1,4131,1,36.7608
1,4132,1,37.9041
1,4133,1,38.8092
1,4134,1,39.7135
1,4135,1,40.6
1,4136,1,43.3047
1,4137,1,43.7878
1,4138,1,46.9698
1,4139,1,46.4714
1,4140,1,45.3905
1,4141,1,45.6172
1,4142,1,59.6103
0,4143,1,59.6103
0,4144,1,59.6103
1,4145,1,59.5941
1,4146,1,59.4492
1,4147,1,65.9797
1,4148,1,66.083
1,4149,1,60.9707
1,4150,1,61.5383
1,4151,1,62.6485
1,4152,1,63.9609
1,4153,1,72.6711
1,4154,1,71.713
1,4155,1,70.8727
1,4156,1,70.5635
1,4157,1,35.5924
1,4158,1,35.8593
1,4159,1,37.3238
1,4160,1,37.8673
1,4161,1,38.8873
1,4162,1,39.8079
1,4163,1,40.7812
1,4164,1,41.674
1,4165,1,43.309
1,4166,1,43.8048
1,4167,1,46.0783
1,4168,1,45.5367
1,4169,1,44.5618
1,4170,1,43.5333
1,4171,1,42.6513
1,4172,1,41.6375
1,4173,1,40.5666
1,4174,1,39.5846
1,4175,1,38.6049
1,4176,1,37.6392
1,4177,1,37.4139
0,4178,1,34.4812
1,4179,1,34.5143
1,4180,1,34.7408
1,4181,1,34.0065
1,4182,1,33.7666
1,4183,1,34.1718
1,4184,1,34.3124
1,4185,1,35.2966
1,4186,1,36.0289
1,4187,1,37.786
1,4188,1,38.4152
0,4189,1,39.3141
1,4190,1,44.6826
1,4191,1,45.2697
1,4192,1,46.4885
1,4193,1,46.2833
1,4194,1,46.2706
1,4195,1,46.4468
1,4196,1,46.4468
1,4197,1,53.1985
1,4198,1,59.4722
1,4199,1,59.1795
1,4200,1,59.0333
1,4201,1,58.4864
1,4202,1,58.0232
1,4203,1,59.0073
1,4204,1,59.3467
1,4205,1,59.568
1,4206,1,62.1955
1,4207,1,63.0597
1,4208,1,64.3924
1,4209,1,65.2898
1,4210,1,34.6046
1,4211,1,35.4718
1,4212,1,36.3066
1,4213,1,37.8213
1,4214,1,41.0061
1,4215,1,40.4474
1,4216,1,40.779
1,4217,1,42.9456
1,4218,1,43.027
1,4219,1,43.7378
1,4220,1,46.7843
1,4221,1,46.5129
1,4222,1,44.5966
1,4223,1,43.638
1,4224,1,42.8867
1,4225,1,41.8473
1,4226,1,40.592
1,4227,1,39.6351
1,4228,1,38.644
1,4229,1,38.5597
1,4230,1,38.5597
1,4231,1,38.2275
1,4232,1,35.5229
1,4233,1,34.0065
1,4234,1,34.484
1,4235,1,40.1088
1,4236,1,38.401
1,4237,1,37.3222
1,4238,1,37.5842
0,4239,1,43.2123
1,4240,1,43.9566
1,4241,1,44.6928
1,4242,1,46.4468
1,4243,1,46.4468
1,4244,1,46.4468
1,4245,1,46.4468
1,4246,1,51.7899
1,4247,1,52.6209
1,4248,1,53.4729
1,4249,1,54.2646
1,4250,1,55.1798
1,4251,1,57.026
1,4252,1,57.0676
1,4253,1,58.3583
0,4254,1,61.0307
1,4255,1,60.7256
1,4256,1,62.3365
1,4257,1,63.1544
1,4258,1,65.3978
1,4259,1,35.9269
1,4260,1,38.9211
0,4261,1,41.7141
1,4262,1,41.7141
0,4263,1,41.4646
0,4264,1,44.3069
1,4265,1,44.1867
1,4266,1,44.0777
1,4267,1,43.9702
1,4268,1,46.7501
1,4269,1,51.1652
0,4270,1,51.1652
1,4271,1,48.4675
1,4272,1,48.4675
1,4273,1,48.4675
1,4274,1,42.1052
1,4275,1,41.2233
1,4276,1,40.3511
0,4277,1,39.484
1,4278,1,38.4221
1,4279,1,37.6782
1,4280,1,36.9493
0,4281,1,36.3146
0,4282,1,35.6695
1,4283,1,34.0065
1,4284,1,34.484
1,4285,1,39.6073
1,4286,1,38.7393
1,4287,1,38.0254
0,4288,1,39.3275
1,4289,1,38.4568
0,4290,1,42.614
1,4291,1,43.2317
1,4292,1,43.9668
1,4293,1,44.7026
0,4294,1,46.4468
1,4295,1,48.0774
0,4296,1,48.0774
1,4297,1,51.2439
1,4298,1,52.0982
0,4299,1,52.9234
1,4300,1,53.775
1,4301,1,55.4707
1,4302,1,56.9166
1,4303,1,59.4634
1,4304,1,61.0307
1,4305,1,63.7731
1,4306,1,62.8804
1,4307,1,63.3612
0,4308,1,39.1488
1,4309,1,39.1488
1,4310,1,41.7141
0,4311,1,41.4646
1,4312,1,44.9878
1,4313,1,45.0598
1,4314,1,45.3754
1,4315,1,45.7201
1,4316,1,51.1652
1,4317,1,51.1652
1,4318,1,51.1652
1,4319,1,48.4675
1,4320,1,48.4675
1,4321,1,43.9869
1,4322,1,42.5943
1,4323,1,41.7192
1,4324,1,40.8425
0,4325,1,39.97
1,4326,1,39.3366
1,4327,1,38.3984
1,4328,1,37.6905
0,4329,1,36.9557
1,4330,1,36.4362
1,4331,1,35.8184
1,4332,1,34.484
1,4333,1,39.0769
1,4334,1,38.8374
1,4335,1,39.9226
1,4336,1,39.6379
1,4337,1,39.5795
1,4338,1,41.6235
1,4339,1,43.8663
0,4340,1,44.2788
1,4341,1,45.066
1,4342,1,48.0774
1,4343,1,48.0774
1,4344,1,48.0461
1,4345,1,50.6864
1,4346,1,51.5332
1,4347,1,52.3831
1,4348,1,53.2309
0,4349,1,54.0763
1,4350,1,54.9661
1,4351,1,60.4566
1,4352,1,60.5687
0,4353,1,62.4436
1,4354,1,63.2859
1,4355,1,44.0131
0,4356,1,44.0131
1,4357,1,44.0131
1,4358,1,46.4357
1,4359,1,46.4357
1,4360,1,46.4317
1,4361,1,51.6482
1,4362,1,50.7642
1,4363,1,50.3883
1,4364,1,48.82
1,4365,1,48.1325
1,4366,1,47.4252
1,4367,1,43.9869
1,4368,1,43.0775
1,4369,1,42.2063
0,4370,1,41.3335
1,4371,1,40.4612
1,4372,1,40.3965
1,4373,1,40.6951
1,4374,1,40.995
1,4375,1,41.2964
1,4376,1,36.5513
1,4377,1,45.409
0,4378,1,42.105
1,4379,1,42.105
1,4380,1,42.105
0,4381,1,42.0461
1,4382,1,41.3981
1,4383,1,42.9781
1,4384,1,43.1498
1,4385,1,44.6567
1,4386,1,45.6417
1,4387,1,47.5037
1,4388,1,47.8265
1,4389,1,49.2974
1,4390,1,50.1441
1,4391,1,50.9909
1,4392,1,51.84
1,4393,1,52.6874
1,4394,1,53.5385
1,4395,1,54.467
1,4396,1,67.0346
1,4397,1,61.7153
1,4398,1,61.8884
1,4399,1,44.0131
1,4400,1,44.6389
1,4401,1,44.6792
1,4402,1,46.9319
1,4403,1,47.147
1,4404,1,47.6622
1,4405,1,50.7636
1,4406,1,49.7861
1,4407,1,48.8178
0,4408,1,46.7754
1,4409,1,45.3148
1,4410,1,44.4411
0,4411,1,43.5688
1,4412,1,43.7667
1,4413,1,41.8193
1,4414,1,41.1537
1,4415,1,41.4533
1,4416,1,41.7532
1,4417,1,42.049
1,4418,1,43.6516
1,4419,1,43.6516
1,4420,1,47.0512
1,4421,1,45.3919
1,4422,1,44.653
0,4423,1,42.105
1,4424,1,42.105
1,4425,1,42.5998
1,4426,1,42.167
1,4427,1,43.1499
1,4428,1,43.1499
1,4429,1,46.1466
1,4430,1,47.0071
0,4431,1,47.8741
1,4432,1,48.7503
1,4433,1,49.5968
1,4434,1,50.4474
0,4435,1,51.2987
1,4436,1,52.1207
1,4437,1,63.3287
1,4438,1,63.3287
1,4439,1,66.058
1,4440,1,66.0429
1,4441,1,44.4579
0,4442,1,44.6792
1,4443,1,44.6792
1,4444,1,47.2216
1,4445,1,50.171
1,4446,1,49.2977
1,4447,1,48.4239
1,4448,1,47.5496
1,4449,1,46.677
1,4450,1,46.488
1,4451,1,44.9291
1,4452,1,44.6744
1,4453,1,44.86
1,4454,1,45.0408
1,4455,1,42.2192
1,4456,1,42.5009
1,4457,1,42.8063
1,4458,1,43.6516
1,4459,1,43.6516
1,4460,1,43.6516
1,4461,1,48.6844
1,4462,1,47.4924
1,4463,1,46.1151
1,4464,1,45.3755
1,4465,1,44.636
1,4466,1,43.8965
1,4467,1,43.1537
1,4468,1,43.513
1,4469,1,43.3105
1,4470,1,43.2909
1,4471,1,46.6731
1,4472,1,47.5501
1,4473,1,48.5314
1,4474,1,48.5314
1,4475,1,49.0499
1,4476,1,49.8962
1,4477,1,50.737
1,4478,1,61.1943
1,4479,1,63.3287
1,4480,1,63.3287
1,4481,1,54.916
1,4482,1,55.184
1,4483,1,51.5351
1,4484,1,50.6588
1,4485,1,49.7858
0,4486,1,48.9119
1,4487,1,48.0379
0,4488,1,47.5418
1,4489,1,47.6691
1,4490,1,47.764
1,4491,1,45.7712
1,4492,1,45.9514
0,4493,1,46.1338
1,4494,1,46.3161
1,4495,1,44.5765
1,4496,1,44.4433
1,4497,1,43.8879
0,4498,1,43.8606
1,4499,1,50.181
1,4500,1,48.6844
1,4501,1,47.8364
1,4502,1,47.1168
1,4503,1,45.3584
1,4504,1,44.6189
1,4505,1,43.8092
1,4506,1,44.2459
1,4507,1,44.5768
1,4508,1,45.086
1,4509,1,45.5642
1,4510,1,48.0295
1,4511,1,48.5314
0,4512,1,48.5314
1,4513,1,48.5314
1,4514,1,59.2194
1,4515,1,59.2194
1,4516,1,60.2138
0,4517,1,61.1943
0,4518,1,55.184
1,4519,1,52.0209
1,4520,1,51.1463
0,4521,1,50.2739
1,4522,1,49.4
1,4523,1,48.5112
1,4524,1,48.7873
1,4525,1,50.3067
1,4526,1,47.402
1,4527,1,47.0126
1,4528,1,46.7772
0,4529,1,46.7333
1,4530,1,44.865
1,4531,1,45.353
1,4532,1,45.85
0,4533,1,46.345
1,4534,1,50.3677
1,4535,1,50.0907
1,4536,1,48.6844
1,4537,1,47.592
1,4538,1,46.7262
0,4539,1,46.0804
1,4540,1,45.3413
1,4541,1,44.4142
0,4542,1,45.0343
1,4543,1,45.5392
1,4544,1,46.0332
1,4545,1,46.5282
1,4546,1,47.0242
1,4547,1,47.5253
1,4548,1,57.9261
1,4549,1,57.9261
1,4550,1,59.2194
1,4551,1,59.2194
1,4552,1,60.2138
1,4553,1,53.8333
1,4554,1,54.3136
1,4555,1,50.763
1,4556,1,49.888
0,4557,1,48.9848
1,4558,1,49.332
1,4559,1,49.7368
1,4560,1,50.567
1,4561,1,48.9723
1,4562,1,48.2484
1,4563,1,48.1195
1,4564,1,48.086
1,4565,1,50.1098
1,4566,1,46.3106
1,4567,1,46.8069
0,4568,1,47.4839
1,4569,1,50.8839
1,4570,1,49.8156
1,4571,1,48.9993
1,4572,1,48.1756
1,4573,1,46.4488
1,4574,1,46.0626
0,4575,1,45.5138
1,4576,1,45.9997
0,4577,1,46.495
1,4578,1,46.9904
0,4579,1,47.487
1,4580,1,47.9841
1,4581,1,55.8325
1,4582,1,55.8325
1,4583,1,57.9261
1,4584,1,57.9261
1,4585,1,55.2789
1,4586,1,56.8582
1,4587,1,57.9149
1,4588,1,58.8168
1,4589,1,58.8168
1,4590,1,58.8168
1,4591,1,50.4301
1,4592,1,50.3203
1,4593,1,50.8179
1,4594,1,48.3135
1,4595,1,51.1648
1,4596,1,50.1098
0,4597,1,50.1098
1,4598,1,48.6682
1,4599,1,48.9276
1,4600,1,49.1377
1,4601,1,49.7621
1,4602,1,49.5736
1,4603,1,48.7407
1,4604,1,47.9316
1,4605,1,46.7921
1,4606,1,46.4139
1,4607,1,46.4613
1,4608,1,46.9251
1,4609,1,47.4487
1,4610,1,47.9489
1,4611,1,48.4435
0,4612,1,48.9453
0,4613,1,55.8325
1,4614,1,55.8325
1,4615,1,55.8325
1,4616,1,57.9149
1,4617,1,57.9149
1,4618,1,58.8168
1,4619,1,58.6876
1,4620,1,58.1911
1,4621,1,58.4043
1,4622,1,51.5698
1,4623,1,51.7743
1,4624,1,52.5766
1,4625,1,51.7423
1,4626,1,50.9093
1,4627,1,50.073
1,4628,1,49.9422
1,4629,1,49.5908
0,4630,1,50.0912
1,4631,1,50.5921
1,4632,1,51.0931
1,4633,1,54.423
1,4634,1,54.4479
1,4635,1,54.4776
1,4636,1,53.3034
1,4637,1,52.8109
1,4638,1,52.0496
1,4639,1,51.2838
1,4640,1,50.5392
1,4641,1,49.7911
1,4642,1,49.8987
1,4643,1,50.3958
1,4644,1,59.648
1,4645,1,59.648
1,4646,1,57.73
1,4647,1,57.234
0,4648,1,56.7373
1,4649,1,56.2436
1,4650,1,52.7306
1,4651,1,54.2033
1,4652,1,52.3123
1,4653,1,51.79
1,4654,1,51.79
1,4655,1,49.9422
1,4656,1,50.5444
1,4657,1,51.0449
1,4658,1,51.5449
1,4659,1,53.2748
1,4660,1,54.423
1,4661,1,54.4965
1,4662,1,54.5843
1,4663,1,53.3034
1,4664,1,52.7489
1,4665,1,52.0157
1,4666,1,51.2504
1,4667,1,50.5017
1,4668,1,50.8528
1,4669,1,59.648
1,4670,1,62.5506
1,4671,1,63.5066
1,4672,1,55.7789
1,4673,1,54.8062
1,4674,1,54.1531
1,4675,1,53.6333
1,4676,1,52.8969
1,4677,1,51.79
1,4678,1,51.79
1,4679,1,51.79
1,4680,1,51.5166
1,4681,1,51.977
1,4682,1,52.4705
1,4683,1,53.2326
1,4684,1,54.59
1,4685,1,54.59
1,4686,1,54.59
1,4687,1,60.9999
1,4688,1,53.3034
1,4689,1,53.3034
1,4690,1,52.7085
1,4691,1,51.9624
0,4692,1,52.0899
1,4693,1,62.5357
1,4694,1,63.5204
1,4695,1,56.1591
1,4696,1,55.7899
1,4697,1,54.9332
1,4698,1,54.9332
1,4699,1,54.9332
1,4700,1,51.79
1,4701,1,51.79
1,4702,1,51.79
1,4703,1,52.4412
1,4704,1,52.5681
0,4705,1,53.4689
1,4706,1,53.9671
1,4707,1,54.5794
1,4708,1,54.5794
1,4709,1,54.5794
1,4710,1,61.2114
1,4711,1,61.2114
1,4712,1,60.8699
1,4713,1,59.1381
1,4714,1,62.0109
1,4715,1,63.559
1,4716,1,57.3182
1,4717,1,56.8634
1,4718,1,57.1024
1,4719,1,57.3331
1,4720,1,54.9332
1,4721,1,54.9332
1,4722,1,57.572
1,4723,1,57.572
1,4724,1,57.572
1,4725,1,57.4583
1,4726,1,56.6053
1,4727,1,55.7645
1,4728,1,55.1297
1,4729,1,55.0267
1,4730,1,61.5401
1,4731,1,61.5401
1,4732,1,61.2114
1,4733,1,60.0151
1,4734,1,59.4398
1,4735,1,58.433
1,4736,1,58.1172
1,4737,1,58.1579
1,4738,1,58.2898
1,4739,1,58.4216
1,4740,1,58.5537
1,4741,1,57.572
0,4742,1,57.572
1,4743,1,57.572
1,4744,1,57.572
1,4745,1,57.1703
1,4746,1,56.3373
1,4747,1,55.5021
1,4748,1,55.2436
0,4749,1,62.5676
1,4750,1,61.5401
1,4751,1,61.3608
1,4752,1,59.7201
1,4753,1,59.5131
1,4754,1,58.9171
1,4755,1,58.9171
1,4756,1,58.9171
1,4757,1,58.9171
1,4758,1,57.572
1,4759,1,57.572
1,4760,1,57.7333
1,4761,1,58.106
1,4762,1,58.661
1,4763,1,59.2242
1,4764,1,59.8153
1,4765,1,63.5941
1,4766,1,63.5941
1,4767,1,60.0655
1,4768,1,58.9171
1,4769,1,58.9171
1,4770,1,81.6711
1,4771,1,81.6711
1,4772,1,61.4545
1,4773,1,61.4545
1,4774,1,61.4545
1,4775,1,61.4545
1,4776,1,60.6676
1,4777,1,60.1005
1,4778,1,60.1573
1,4779,1,64.4064
1,4780,1,81.9428
1,4781,1,81.6711
1,4782,1,81.6711
1,4783,1,81.6711
1,4784,1,81.6711
1,4785,1,61.4545
1,4786,1,61.4545
1,4787,1,61.4545
1,4788,1,61.2195
1,4789,1,61.8216
1,4790,1,66.7257
1,4791,1,81.6711
1,4792,1,81.6711
1,4793,1,81.6711
1,4794,1,81.6711
1,4795,1,61.4545
1,4796,1,61.4545
1,4797,1,61.4372
0,4798,1,62.0768
1,4799,1,81.6711
1,4800,1,79.9719
1,4801,1,79.9719
1,4802,1,73.3404
1,4803,1,73.9081
1,4804,1,74.3127
1,4805,1,79.9719
1,4806,1,79.9719
1,4807,1,73.3404
1,4808,1,73.3404
0,4809,1,79.6717
